titulo;empresa;localizacion;jornada;contrato;salario
 Programador Web Senior; NEXTCODE S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Diseñador; Neyplex cía. ltda.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 407,00 US$ 
 Auditor de campo; NIELSEN; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Auditor de campo / Encuestador; NIELSEN; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo / Encuestador; NIELSEN; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo / Encuestador; NIELSEN; Macas (Morona), Morona-Santiago; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo, Encuestador; NIELSEN; Manta, Manabí; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo / Encuestador; NIELSEN; Milagro, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo / Encuestador; NIELSEN; Milagro, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auditor de campo / Encuestador; NIELSEN; Milagro, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Encuestador de Campo; NIELSEN; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Encargado en ventas; NINTANGA S.A.; Guayaquil, Ecuador; Tiempo Completo; Otro tipo de contrato; A convenir
 Encargador en cierres de ventas; NINTANGA S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Asesor Comercial; Normatec S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auxiliar de Laboratorio; Northospital; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 425,00 US$ 
 Guardia de Seguridad; Northospital; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente Administrativo de Dirección Médica; Northospital; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Estilista Profesional; Nova Peluqueria; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Panadero; NOVAPAN; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 450,00 US$ 
 Agente de Seguridad; Novaseg 1700 custodio; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Agente de soporte técnico informático; Novicompu; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Diseñadora de Modas; NOZZCORP; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Despachador de combustible Norte de Quito; NUCOPSA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 404,00 US$ 
 Técnico Fitosanitario; NUÑEZ IBARRA MIGUEL ALEXANDER; Babahoyo, Los Ríos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 In House para Agencia de Aduana; Oca Ltda; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 800,00 US$ 
 guardia de seguridad; Ocavip Cia Ltda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asistente Contable; Ocavip Cia Ltda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Chófer profesional; Oceancargo S.A; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 600,00 US$ 
 Odontólogo/a general; ODONTO EXPERTOS; Ibarra, Imbabura; Tiempo Completo; Otro tipo de contrato; 700,00 US$ 
 Auxiliar de odontología; ODONTORIE; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente Tecnico Comercio Exterior; Oficina Comercial de una Embajada; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 1.200,00 US$ 
 Asistente Tecnico de Comercio Exterior; Oficina Comercial de una Embajada; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Administrativo/a recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Administrativo/a recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Administrativo/a recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Administrativo/a recepcionista; Oil Services Panama; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Recepcionista atención al cliente; Old Town Quito Suites; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Auxiliar técnico en Electricidad; OLE SMART SPA-CES S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; 394,00 US$ 
 mensajero recaudador; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 mensajero recaudador; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Auxiliar técnico en el electricidad; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 394,00 US$ 
 Ing. Civil; OLE SMART SPA-CES S.A.; Quito, Pichincha; Medio Tiempo; Contrato de obra o labor; 800,00 US$ 
 Contador General; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Ingeniero de preventa; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 asistente help desk; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 450,00 US$ 
 Diseñador Grafico; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 operador logistico de estacionamiento; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 analista en help desk; OLE SMART SPA-CES S.A.; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Relaciones públicas y atención a clientes; OLIE CIA. LTDA.; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Analista programador; Olympic Juice OlyJuice Cía Ltda; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 800,00 US$ 
 Mercaderista; Olympic Juice OlyJuice Cía Ltda; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Técnico Help Desk; Ondú Soluciones Tecnológicas S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Diseñador Web Senior; ONLINEBERATUNG CIA LTDA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Analista de procesos y soporte; Open Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Promotor de salud visual; Optiglass; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 Consultores Especializados; Óptima Asesoría Empresarial; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Pasantía EPN Ingeniería Eléctrica; Optime; Quito, Pichincha; Tiempo Completo; Contrato de Aprendizaje; A convenir
 Contador; Optimedsa Cia. Ltda.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Arquitecto administrador; Optimoda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 650,00 US$ 
 Administradora; Optimoda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Administrador Riobamba; Optimoda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Visual; Optimoda; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Administrador Machala; Optimoda; Machala, El Oro; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Administradora Manta; Optimoda; Manta, Manabí; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Médico Ocupacional; OQMED; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 1.500,00 US$ 
 Administrativo/a recepcionista; OQMED; Quito, Pichincha; Tiempo Completo; Contrato de obra o labor; 500,00 US$ 
 Analista de procesos; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Psicólogo clínico; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Secretaría de Donaciones; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Analista de Comunicaciones y Marketing; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Auditor médico; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Auxiliar de enfermería; Orden Hospitalaria San Juan de Dios en el Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Jefe de Talento Humano; Organización Iliniza S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente/a de planillas; ORMENOCONSTRUCTORES; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Visitador/a médico; Osteosalud; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Visitador/a; Osteosalud; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 116525 Ejecutivo CAVS Centro de Atención y Ventas; Otecel; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; 730,00 US$ 
 ventas; OXIGENOS DEL GUAYAS OXIGUAYAS S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asesor comisionista; OZONOLIVE; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Asesor ventas; Paco Comercial e Industrial S.A.; Manta, Manabí; Tiempo Completo; Contrato por tiempo indefinido; 441,00 US$ 
 Coordinador Mercadeo; Paco Comercial e Industrial S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 779,00 US$ 
 Asistente de Sistemas; PACO SERVICIOS PACOSERVICES CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 1.200,00 US$ 
 Licenciado Enfermería; PalCare Ecuador | Atención Domiciliaria y Cuidados Paliativos; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Coordinación Médica; PalCare Ecuador | Atención Domiciliaria y Cuidados Paliativos; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Médico General; PalCare Ecuador | Atención Domiciliaria y Cuidados Paliativos; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Médico Especialista; PalCare Ecuador | Atención Domiciliaria y Cuidados Paliativos; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Asistente de Compras; Panadería Arenas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Vendedor de Local (panadería sector Cununyacu); Panadería Arenas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 409,00 US$ 
 Auxiliar compras; Panadería Arenas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 407,00 US$ 
 recepcionista; PANATLANTIC LOGISTICS S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 asistente finaciero; PANATLANTIC LOGISTICS S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Pasante de ingeniería en alimentos; PANIFICADORA AMBATO PANAMBATO CIA. LTDA; Quito, Pichincha; Beca/Prácticas; Otro tipo de contrato; A convenir
 Jefe comercial; PARTESCAT; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Panadero Pastelero; Pastrycook; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Auxiliar de bodega temporal 3 meses Quito; Pat Primo Ecuador; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 399,00 US$ 
 Ejecutivo comercial para establecimientos; People Mkt agencia; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Asesor publicitario; People Mkt agencia; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Mensajero/a motorizado/a; PEORIA S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Cajera; Perfec Stamp; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 404,00 US$ 
 Encargado de Servicio al Cliente y Telemercadeo; Perfil Confidencial; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Asistente de Gerencia; PERFORMIA; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 South American Language Center; PERFORMIA; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asesor Comercial; PERFORMIA; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Instructor de Inglés; PERFORMIA; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asesor Comercial; PERFORMIA; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente de recursos humanos; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Jefe de Cuentas Nuevas; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 1.000,00 US$ 
 Asistente de Recursos Humanos; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente Contable; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Supervisor de Turno; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 1.300,00 US$ 
 Vendedor; PERFORMIA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente de bodega; Pérgolas y Diseños; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 480,00 US$ 
 Cajera Facturadora; Pérgolas y Diseños; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Asistente contable con expereciencia; Pérgolas y Diseños; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Ejecutivo Comercial; Pérgolas y Diseños; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Personal para bodega carpintero; Pérgolas y Diseños; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 396,00 US$ 
 Asistente de Sistemas; Permonsa S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesora Comercial Empresa de Telecomunicaciones; Permonsa S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesora Comercial Empresa de Telecomunicaciones; Permonsa S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asesor Comercial VTC; Pervolare S. A.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Agente promotor de ventas; Pervolare S. A.; Guayaquil, Guayas; Medio Tiempo; Contrato de obra o labor; A convenir
 Asistente administración; PEST HUNTERS; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente técnico; Petrocheck Services Cia. Ltda..; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Asistente/a de oficina; PETROCOMPANY S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Jefe Operativo; Petrogolden Combustibles Cia. Ltda.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Desarrollador programador; physeter; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 800,00 US$ 
 Desarrollador programador; physeter; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Asistente Administrativo Ambato; Phytopharma; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Visitador/a médico Ambato; Phytopharma; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Machala, El Oro; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Portoviejo, Manabí; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Supervisor de Ventas Zona Sierra; Phytopharma; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsador/a; Phytopharma; Santo Domingo, Santo Domingo de los Tsáchilas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Contadora; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Administradora; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Planillero; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Residente de Obra Ing Civil o Arquitecto; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Analista de compras; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Analista de costo e inventarios; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente de presupuesto de Obra Ing Civil o Arquitecto; PICENO S.A; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Cajera; Pincomputers CA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Administrativo/a de ventas; Pineapple Style boutique; Milagro, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Asistente Contable; Pinjas SA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Auxiliar de Bodega; PINTULAC PRODUCTOS DE CALIDAD; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Cajero; PINTULAC PRODUCTOS DE CALIDAD; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Cajero vendedor; Pitanza; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Ejecutivo de ventas; PIZANTEX DEL ECUADOR S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ejecutivo de ventas; PIZANTEX DEL ECUADOR S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 406,00 US$ 
